"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"EQAHD","MEDM1","Medica Government Programs","Dean Health Plan BadgerCare Plus","14514|8860|MEDGP|MEDM1","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","",""
"EQFMP","VAICE","Homeland Security (Deportation)","Department of Homeland Security Immigration Enforcement|Immigration and Naturalization Health Services (Immigration Health Services)|Veterans Affairs Field Service Commission Immigration and Customs Enforcement Health Service Corps","4790|9581|VAICE","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"EQNUS","45321","Consumers' Choice Health SC","Consumers Choice Health South Carolina|Employers Health Coalition (HealthSCOPE)|HealthSCOPE Benefits|HealthSCOPE Benefits National Health Plan|Morris Associates|Plan Handlers","10621|45321|6814|6994|HLTSCP","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical|vision","","false","",""
"ERBKI","J1893","Wilson Mutual Insurance","","J1893","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ERLCU","EHPSC","Essential Health Partners","","3026|8275|EHPSC","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"ERSOT","00265","Anthem Blue Cross Blue Shield Nevada","Anthem Blue Cross Blue Shield Nevada (Medicaid Reclamation)|Anthem Blue Cross Blue Shield Nevada Dental|Anthem Medicaid Nevada|Managed Care Services Nevada","00265|00267|10260|265|267|7496|84101|AD265|NVBCBS|NVBLS|SB765|SB765MA","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical|vision","","false","",""
"ERZLE","ANTHEMMEDREC","Anthem Medicaid Reclamation ERA","Anthem Medicaid Reclamation Electronic Remittance Advice","ANTHEMMEDREC","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"ESCYF","77871","SIHRTE","SiHRTe","77871","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ESDOL","99943","Gulf Guaranty","MedPlus","4060|8804|99943","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"ESEPO","CURTV","Curative","","14515|8055|9774|CURTV","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical","","false","",""
"ESGNZ","10798","Alan Sturm and Associates","","10798","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"ESIXL","J1015","Zurich Farmers","","J1015","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ESOMB","48145","Community Health Choice","Community Health Choice (Medicaid Dual Special Needs Plan)|Community Health Choice CHIP|Community Health Choice HMO D-SNP|Community Health Choice STAR","00140|11165|2538|3773|48145|COMHC","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental|medical","TX","false","CGCPJ","https://provider.communityhealthchoice.org"
"ESRNU","J1831","Therapy Direct Network","","J1831","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ESYHE","37287","PAI","Planned Administrators Incorporated","10886|37287|3883","true","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","dental|medical","NATIONAL","false","","https://www.paisc.com"
"ETIXY","56731","Healthcare Resources Northwest","","2174|4954|56731","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","",""
"ETOIY","13287","Sutter Health Plan","Sutter Health Plus","13287|S4700","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","CA","false","","https://www.sutterhealthplan.org"
"ETVFU","65800","Taylor Benefit Resource Incorporated","","65800","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","","","false","",""
"ETZCF","67814","Genworth Life Insurance Company","","67814|ETZCF","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","BNWUZ",""
"ETZNP","86147","Assist Health Group Inc","","1762|2965|86147","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EUSBZ","BPA01","Office and Professional Employees International Union (OPEIU) Locals 30 and 536 ","Laundry Workers|Southern California Dairy|Southern California Lumber|Transportation Communications Union Los Angeles Metropolitan Transit Authority","7122|BPA01","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EUYMI","J1308","Great Central","","J1308","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EUYTH","R3492","Mt Sinai Eldercare","","R3492","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"EVDRA","13101","Medicare Connecticut Part A","National Government Services (NGS) - Connecticut","13101|4966|IMCT0|JIMCT0","true","true","ONE_CLICK","HOURS","false","false","","","false","false","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EVLOA","80314","UniCare","GIC (Indemnity Plan)|Reliastar (CA)|UniCare (Medicaid Reclamation)|UniCare Dental|UniCare Special Accounts|Unicare|Wellpoint Life and Health Insurance Company","10285|10791|4589|80314|80314D|80314MA|8473|UNI|UNICAR","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical","","false","","https://www.unicare.com"
"EVLZK","JBJVHL","HAP CareSource (JB) - JVHL","HAP CareSource - Joint Venture Hospital Laboratory","2764|4992|JBJVHL","false","false","","","false","false","","","true","true","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EVODN","0004202","Buckeye Health Plan","Buckeye Health Plan Medicaid Behavioral Health|Buckeye Health Plan Medicaid Medical|Buckeye Health Plan Medicaid Vision|Buckeye Ohio Medicaid|Centene Ohio Medicaid Managed Care Entity","0004202|0021583|7068","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","true","false","","","","dental|medical","","false","",""
"EVWUJ","73140","Healthsmart OKC(Oklahoma City)","","73140","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EVXMC","56195","Carolina Summit Healthcare Incorporated","","56195","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EVYCN","68251","Global Benefits Group","","68251|9235","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
